sg_data_point,time,depth,latitude,longitude,temperature,salinity,dissolved_oxygen,instrument_dissolved_oxygen,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,ctd_time,ctd_depth
785,2024-05-15 19:30:34.980000000,76.411476,47.702213,-122.41319,9.688719,29.820673,219.36047,235.96864,142.0,478.0,54.0,2004-09-29 19:30:34.980000000,76.366035
786,2024-05-15 19:30:44.982000128,75.71305,47.702232,-122.41317,9.689097,29.81202,219.45558,236.08731,133.0,459.0,53.0,2004-09-29 19:30:44.982000128,75.662445
787,2024-05-15 19:30:54.980999936,75.1144,47.702248,-122.413155,9.693339,29.781586,219.5139,236.20694,122.0,441.0,50.0,2004-09-29 19:30:54.980999936,75.05966
788,2024-05-15 19:31:04.982000128,74.66542,47.702267,-122.41313,9.7069235,29.742079,219.7351,236.54007,123.0,410.0,54.0,2004-09-29 19:31:04.982000128,74.615845
789,2024-05-15 19:31:14.980000000,74.036835,47.702286,-122.41312,9.762752,29.678791,219.99724,237.29318,112.0,434.0,55.0,2004-09-29 19:31:14.980000000,74.00174
790,2024-05-15 19:31:24.980000000,73.50802,47.702305,-122.41311,9.793761,29.644743,221.29837,238.56554,106.0,326.0,57.0,2004-09-29 19:31:24.980000000,73.475
791,2024-05-15 19:31:34.980000000,72.799614,47.702324,-122.41312,9.791416,29.645338,223.17732,240.28511,109.0,348.0,63.0,2004-09-29 19:31:34.980000000,72.742805
792,2024-05-15 19:31:44.980000000,72.35062,47.702343,-122.41312,9.791183,29.644209,225.17024,242.25925,107.0,349.0,65.0,2004-09-29 19:31:44.980000000,72.29175
793,2024-05-15 19:31:54.980000000,71.63223,47.70236,-122.413124,9.788817,29.645405,226.26387,243.33797,107.0,316.0,61.0,2004-09-29 19:31:54.980000000,71.58266
794,2024-05-15 19:32:04.980000000,71.10341,47.702374,-122.41314,9.787497,29.646177,226.7753,243.84267,119.0,411.0,60.0,2004-09-29 19:32:04.980000000,71.0528
795,2024-05-15 19:32:13.678999936,70.474815,47.70239,-122.41315,9.78697,29.646498,227.24315,244.32143,108.0,365.0,61.0,2004-09-29 19:32:13.678999936,70.45009
796,2024-05-15 19:32:23.710999936,69.51695,47.702404,-122.41316,9.787174,29.64595,227.31013,244.39706,117.0,355.0,55.0,2004-09-29 19:32:23.710999936,69.514
797,2024-05-15 19:32:33.786000000,68.49922,47.702415,-122.413185,9.786865,29.645695,227.54985,244.66017,102.0,366.0,55.0,2004-09-29 19:32:33.786000000,68.50664
798,2024-05-15 19:32:43.740999936,67.461525,47.70243,-122.4132,9.783346,29.650866,227.68019,244.74643,106.0,324.0,53.0,2004-09-29 19:32:43.740999936,67.47413
799,2024-05-15 19:32:53.677000064,66.36395,47.702446,-122.41322,9.789595,29.64191,227.6641,244.79356,106.0,352.0,57.0,2004-09-29 19:32:53.677000064,66.350624
800,2024-05-15 19:33:03.709000064,65.2564,47.702454,-122.413246,9.7992935,29.63055,227.84442,245.05765,109.0,353.0,57.0,2004-09-29 19:33:03.709000064,65.26174
801,2024-05-15 19:33:13.782999936,64.049065,47.702465,-122.41328,9.797021,29.632507,228.07968,245.24171,104.0,353.0,54.0,2004-09-29 19:33:13.782999936,64.043
802,2024-05-15 19:33:23.688000000,62.901585,47.702477,-122.41331,9.796242,29.63423,228.03822,245.17793,103.0,352.0,55.0,2004-09-29 19:33:23.688000000,62.88826
803,2024-05-15 19:33:33.654000000,61.474716,47.702484,-122.41333,9.800767,29.629076,228.14313,245.30322,100.0,350.0,54.0,2004-09-29 19:33:33.654000000,61.463463
804,2024-05-15 19:33:43.759000064,60.05781,47.70249,-122.41336,9.80121,29.626593,228.41489,245.55438,99.0,326.0,60.0,2004-09-29 19:33:43.759000064,60.03826
805,2024-05-15 19:33:53.757999872,58.710747,47.7025,-122.4134,9.801304,29.623774,228.5783,245.74765,102.0,356.0,61.0,2004-09-29 19:33:53.757999872,58.688087
806,2024-05-15 19:34:03.688999936,57.283844,47.70251,-122.41343,9.8062,29.616882,228.70172,245.90952,94.0,328.0,55.0,2004-09-29 19:34:03.688999936,57.271553
807,2024-05-15 19:34:13.788000128,55.74717,47.70252,-122.41346,9.846584,29.582935,228.65875,246.18738,85.0,284.0,70.0,2004-09-29 19:34:13.788000128,55.725548
808,2024-05-15 19:34:23.690999936,54.230442,47.702526,-122.4135,9.864596,29.5652,229.90373,247.32077,97.0,268.0,68.0,2004-09-29 19:34:23.690999936,54.206745
809,2024-05-15 19:34:33.747999872,52.773575,47.702534,-122.41353,9.92027,29.525724,230.94182,248.84508,89.0,280.0,58.0,2004-09-29 19:34:33.747999872,52.74366
810,2024-05-15 19:34:43.703000064,51.456394,47.70255,-122.41357,9.959271,29.496376,232.11433,249.8288,89.0,290.0,77.0,2004-09-29 19:34:43.703000064,51.425446
811,2024-05-15 19:34:52.664999936,50.30885,47.702568,-122.41359,10.029497,29.451208,234.13983,252.12903,80.0,253.0,66.0,2004-09-29 19:34:52.664999936,50.28826
812,2024-05-15 19:35:04.980999936,48.682312,47.702595,-122.41361,10.035105,29.448719,237.60017,255.53293,81.0,277.0,94.0,2004-09-29 19:35:04.980999936,48.654472
813,2024-05-15 19:35:14.980999936,47.44494,47.702625,-122.41363,10.034527,29.44988,239.33908,257.22446,86.0,231.0,99.0,2004-09-29 19:35:14.980999936,47.412956
814,2024-05-15 19:35:24.982000128,46.047897,47.702656,-122.413635,10.035294,29.449068,240.53989,258.44257,88.0,263.0,89.0,2004-09-29 19:35:24.982000128,46.01695
815,2024-05-15 19:35:34.980000000,44.77059,47.702686,-122.413635,10.034569,29.44965,240.99724,258.89297,87.0,255.0,103.0,2004-09-29 19:35:34.980000000,44.731358
816,2024-05-15 19:35:44.980999936,43.403465,47.702717,-122.41363,10.037251,29.450506,241.19897,259.1086,83.0,254.0,82.0,2004-09-29 19:35:44.980999936,43.36941
817,2024-05-15 19:35:54.980000000,42.116165,47.702747,-122.41361,10.041225,29.450804,241.08806,258.9905,77.0,262.0,80.0,2004-09-29 19:35:54.980000000,42.08211
818,2024-05-15 19:36:04.980000000,40.629272,47.702778,-122.41359,10.052704,29.445862,241.39099,259.39343,80.0,232.0,112.0,2004-09-29 19:36:04.980000000,40.596252
819,2024-05-15 19:36:14.980000000,39.351936,47.702805,-122.41356,10.0731125,29.436472,241.89546,260.00534,83.0,238.0,92.0,2004-09-29 19:36:14.980000000,39.314774
820,2024-05-15 19:36:24.982000128,37.875004,47.702824,-122.41352,10.097179,29.425674,242.52698,260.70975,76.0,247.0,119.0,2004-09-29 19:36:24.982000128,37.83784
821,2024-05-15 19:36:34.982000128,36.487873,47.702843,-122.413475,10.100898,29.423597,243.69873,261.8007,93.0,237.0,99.0,2004-09-29 19:36:34.982000128,36.454853
822,2024-05-15 19:36:44.983000064,35.17059,47.702854,-122.41343,10.105358,29.421228,244.58441,262.7246,77.0,235.0,95.0,2004-09-29 19:36:44.983000064,35.13757
823,2024-05-15 19:36:54.980000000,33.83334,47.70286,-122.41338,10.114232,29.417744,243.7962,261.9372,77.0,265.0,117.0,2004-09-29 19:36:54.980000000,33.79411
824,2024-05-15 19:37:03.398000000,32.675713,47.702866,-122.41334,10.118257,29.416681,244.05336,262.17496,80.0,255.0,105.0,2004-09-29 19:37:03.398000000,32.642693
825,2024-05-15 19:37:14.980999936,31.208714,47.70287,-122.413284,10.118362,29.416405,244.2244,262.2971,77.0,223.0,125.0,2004-09-29 19:37:14.980999936,31.144682
826,2024-05-15 19:37:24.982000128,30.130909,47.702866,-122.41324,10.113066,29.419506,244.59108,262.6302,78.0,251.0,111.0,2004-09-29 19:37:24.982000128,30.065847
827,2024-05-15 19:37:34.980000000,29.083038,47.70286,-122.41319,10.127732,29.413296,244.54588,262.75085,76.0,254.0,120.0,2004-09-29 19:37:34.980000000,29.017977
828,2024-05-15 19:37:44.980000000,27.885466,47.702858,-122.41315,10.138659,29.403284,245.0556,263.24158,77.0,246.0,90.0,2004-09-29 19:37:44.980000000,27.81525
829,2024-05-15 19:37:54.984999936,26.777706,47.702854,-122.41309,10.136909,29.400238,245.56207,263.70306,80.0,232.0,126.0,2004-09-29 19:37:54.984999936,26.70852
830,2024-05-15 19:38:04.980999936,25.829617,47.702847,-122.413055,10.135715,29.39882,245.75407,263.87067,80.0,245.0,106.0,2004-09-29 19:38:04.980999936,25.760431
831,2024-05-15 19:38:14.980000000,24.582125,47.70284,-122.41301,10.133953,29.397495,245.68248,263.7703,80.0,239.0,97.0,2004-09-29 19:38:14.980000000,24.517063
832,2024-05-15 19:38:24.980999936,23.554188,47.702827,-122.412964,10.133044,29.396015,245.62468,263.72034,81.0,241.0,133.0,2004-09-29 19:38:24.980999936,23.492218
833,2024-05-15 19:38:34.983000064,22.546204,47.70282,-122.41292,10.135707,29.39295,245.5742,263.69824,83.0,258.0,86.0,2004-09-29 19:38:34.983000064,22.48114
834,2024-05-15 19:38:44.980000000,21.378532,47.702805,-122.41288,10.20384,29.365545,245.01776,263.77655,76.0,238.0,119.0,2004-09-29 19:38:44.980000000,21.316565
835,2024-05-15 19:38:54.980000000,20.240795,47.70279,-122.41284,10.199125,29.359753,246.32039,264.6299,78.0,244.0,96.0,2004-09-29 19:38:54.980000000,20.17986
836,2024-05-15 19:39:04.980000000,19.192875,47.70277,-122.4128,10.248707,29.345894,246.9824,265.7417,83.0,267.0,132.0,2004-09-29 19:39:04.980000000,19.131939
837,2024-05-15 19:39:15.246999936,18.085068,47.70275,-122.41277,10.261841,29.339426,248.46788,267.01892,77.0,252.0,136.0,2004-09-29 19:39:15.246999936,18.020004
838,2024-05-15 19:39:23.325000064,17.116978,47.702732,-122.41274,10.279845,29.338573,250.2402,268.95697,84.0,270.0,146.0,2004-09-29 19:39:23.325000064,17.056042
839,2024-05-15 19:39:28.489000064,16.58802,47.702717,-122.41272,10.320218,29.326485,250.67766,269.77383,80.0,267.0,194.0,2004-09-29 19:39:28.489000064,16.529146
840,2024-05-15 19:39:33.596999936,15.979218,47.702705,-122.41271,10.378768,29.303719,251.34651,270.9214,82.0,266.0,240.0,2004-09-29 19:39:33.596999936,15.918281
841,2024-05-15 19:39:39.162000000,15.430295,47.702694,-122.4127,10.390427,29.284826,253.03506,272.28247,79.0,251.0,161.0,2004-09-29 19:39:39.162000000,15.369359
842,2024-05-15 19:39:44.332999936,14.901333,47.702682,-122.41268,10.42008,29.273193,254.2339,273.57254,80.0,244.0,185.0,2004-09-29 19:39:44.332999936,14.839365
843,2024-05-15 19:39:49.443000064,14.38235,47.70267,-122.412674,10.4550705,29.264645,255.67963,275.21893,82.0,275.0,220.0,2004-09-29 19:39:49.443000064,14.31935
844,2024-05-15 19:39:54.464999936,13.833424,47.702656,-122.41267,10.487238,29.253847,256.99643,276.67764,81.0,249.0,227.0,2004-09-29 19:39:54.464999936,13.771456
845,2024-05-15 19:39:59.710999936,13.254555,47.702644,-122.41265,10.515261,29.248514,258.59625,278.3076,83.0,274.0,270.0,2004-09-29 19:39:59.710999936,13.192586
846,2024-05-15 19:40:04.894999936,12.805431,47.702633,-122.41264,10.526096,29.245268,260.9422,280.58386,82.0,285.0,262.0,2004-09-29 19:40:04.894999936,12.739338
847,2024-05-15 19:40:09.911000064,12.2165785,47.702618,-122.412636,10.57134,29.23511,262.41672,282.4523,89.0,295.0,290.0,2004-09-29 19:40:09.911000064,12.153579
848,2024-05-15 19:40:15.086999936,11.657666,47.702606,-122.41263,10.602226,29.223927,264.30774,284.45007,89.0,300.0,409.0,2004-09-29 19:40:15.086999936,11.593635
849,2024-05-15 19:40:20.322000000,11.118713,47.70259,-122.41262,10.625825,29.21888,267.37296,287.59357,87.0,272.0,308.0,2004-09-29 19:40:20.322000000,11.054682
850,2024-05-15 19:40:29.344000128,10.070745,47.702576,-122.41261,10.717985,29.21001,271.70618,292.58313,100.0,365.0,449.0,2004-09-29 19:40:29.344000128,10.006714
851,2024-05-15 19:40:37.448999936,9.2323675,47.702553,-122.4126,10.886017,29.156452,275.45673,297.70746,97.0,392.0,577.0,2004-09-29 19:40:37.448999936,9.168336
852,2024-05-15 19:40:42.737999872,8.613563,47.702534,-122.4126,11.002032,29.131878,278.7454,301.80487,102.0,394.0,527.0,2004-09-29 19:40:42.737999872,8.552626
853,2024-05-15 19:40:47.877000064,8.064621,47.702522,-122.41259,11.09057,29.114204,283.02628,306.4354,124.0,450.0,793.0,2004-09-29 19:40:47.877000064,7.998527
854,2024-05-15 19:40:53.911000064,7.4857354,47.702507,-122.41259,11.123766,29.11364,290.0793,312.54184,123.0,445.0,693.0,2004-09-29 19:40:53.911000064,7.4175806
855,2024-05-15 19:40:58.924000000,6.9367905,47.702496,-122.41259,11.165701,29.104357,296.1984,319.14636,122.0,449.0,796.0,2004-09-29 19:40:58.924000000,6.87895
856,2024-05-15 19:41:04.091000064,6.3479214,47.70248,-122.4126,11.20223,29.107178,302.11722,325.177,125.0,511.0,825.0,2004-09-29 19:41:04.091000064,6.281828
857,2024-05-15 19:41:09.214000000,5.848878,47.70247,-122.4126,11.384439,29.058931,306.18555,331.95294,113.0,487.0,704.0,2004-09-29 19:41:09.214000000,5.7827845
858,2024-05-15 19:41:14.512000128,5.269986,47.702457,-122.412605,11.378765,29.060759,311.3555,335.49258,103.0,365.0,830.0,2004-09-29 19:41:14.512000128,5.2100816
859,2024-05-15 19:41:19.484999936,4.840807,47.702446,-122.412605,11.382982,29.060328,316.2284,339.98788,115.0,444.0,840.0,2004-09-29 19:41:19.484999936,4.780902
860,2024-05-15 19:41:24.460000000,4.2619123,47.702435,-122.41261,11.394898,29.053997,321.58347,345.55698,111.0,499.0,851.0,2004-09-29 19:41:24.460000000,4.2009754
861,2024-05-15 19:41:30.022000128,3.6430922,47.70242,-122.41262,11.431219,29.047613,329.39145,354.18384,123.0,493.0,977.0,2004-09-29 19:41:30.022000128,3.5790608
862,2024-05-15 19:41:35.196000128,3.1240802,47.702408,-122.41263,11.525757,29.0203,334.39508,360.56235,140.0,631.0,1221.0,2004-09-29 19:41:35.196000128,3.0621119
863,2024-05-15 19:41:43.078999936,2.4154272,47.702393,-122.412636,11.61498,28.998827,341.00705,367.77884,138.0,556.0,958.0,2004-09-29 19:41:43.078999936,2.3544905
864,2024-05-15 19:41:51.184999936,1.5570555,47.702374,-122.41264,11.762688,28.9606,346.6094,374.84772,158.0,656.0,788.0,2004-09-29 19:41:51.184999936,1.4940556
865,2024-05-15 19:41:56.898999936,1.097925,47.70236,-122.41264,11.92265,28.931452,349.94672,379.88416,135.0,543.0,541.0,2004-09-29 19:41:56.898999936,1.0359566
866,2024-05-15 19:42:01.961999872,0.6288123,47.702347,-122.41265,11.915979,,,,141.0,531.0,431.0,2004-09-29 19:42:01.961999872,0.5513924
867,2024-05-15 19:42:07.124000128,0.23954777,47.70234,-122.41265,11.918342,,,,132.0,478.0,376.0,2004-09-29 19:42:07.124000128,0.16418523
868,2024-05-15 19:42:12.237999872,0.24952893,47.70234,-122.41264,11.93234,,,,137.0,566.0,335.0,2004-09-29 19:42:12.237999872,0.018407147
869,2024-05-15 19:42:18.020000000,0.20960432,47.702343,-122.41264,12.157022,,,,171.0,592.0,354.0,2004-09-29 19:42:18.020000000,0.05092871
870,2024-05-15 20:15:24.634999936,0.8384162,47.69955,-122.41353,12.319255,,,,141.0,495.0,338.0,2004-09-29 20:15:24.634999936,0.25983047
871,2024-05-15 20:15:29.608999936,1.0080953,47.699554,-122.41352,12.318854,,,,146.0,605.0,368.0,2004-09-29 20:15:29.608999936,0.42700785
872,2024-05-15 20:15:35.056999936,0.8783407,47.699554,-122.41352,12.318559,,,,113.0,549.0,356.0,2004-09-29 20:15:35.056999936,0.3007176
873,2024-05-15 20:15:40.254000000,0.8783407,47.69956,-122.41351,12.320841,,,,127.0,878.0,566.0,2004-09-29 20:15:40.254000000,0.3181583
874,2024-05-15 20:15:45.239000064,0.9282463,47.699562,-122.41351,12.322742,,,,126.0,536.0,374.0,2004-09-29 20:15:45.239000064,0.35933343
875,2024-05-15 20:15:50.391000064,0.9781519,47.699566,-122.413506,12.32231,,,,143.0,501.0,332.0,2004-09-29 20:15:50.391000064,0.40102068
876,2024-05-15 20:15:56.144000000,0.8883218,47.699566,-122.413506,12.322033,,,,118.0,563.0,373.0,2004-09-29 20:15:56.144000000,0.31565478
877,2024-05-15 20:16:01.464000000,0.9981141,47.69957,-122.4135,12.322176,,,,112.0,545.0,322.0,2004-09-29 20:16:01.464000000,0.42743206
878,2024-05-15 20:16:06.424000000,0.9781519,47.699574,-122.4135,12.313513,,,,159.0,631.0,351.0,2004-09-29 20:16:06.424000000,0.40126923
879,2024-05-15 20:16:11.398000000,0.8483973,47.699574,-122.4135,12.312744,,,,136.0,570.0,400.0,2004-09-29 20:16:11.398000000,0.26277226
880,2024-05-15 20:16:16.790999936,0.86835957,47.699577,-122.41349,12.308731,,,,154.0,551.0,369.0,2004-09-29 20:16:16.790999936,0.29974762
881,2024-05-15 20:16:22.819999872,0.95818967,47.69958,-122.41349,12.310327,,,,173.0,520.0,420.0,2004-09-29 20:16:22.819999872,0.37984195
882,2024-05-15 20:16:30.698999936,0.9981141,47.699585,-122.41348,12.312045,,,,124.0,620.0,373.0,2004-09-29 20:16:30.698999936,0.42628735
883,2024-05-15 20:16:37.331000064,0.90828407,47.69959,-122.413475,12.313492,,,,126.0,484.0,337.0,2004-09-29 20:16:37.331000064,0.33398366
884,2024-05-15 20:16:46.434999936,0.95818967,47.699593,-122.413475,12.315517,,,,149.0,476.0,385.0,2004-09-29 20:16:46.434999936,0.36938554
885,2024-05-15 20:16:53.062000000,1.0180764,47.699596,-122.41347,12.318074,,,,143.0,627.0,407.0,2004-09-29 20:16:53.062000000,0.43571466
886,2024-05-15 20:16:59.664999936,1.0280575,47.6996,-122.41346,12.320567,,,,172.0,789.0,410.0,2004-09-29 20:16:59.664999936,0.4404391
887,2024-05-15 20:17:06.299000064,1.1079063,47.699604,-122.41346,12.322965,,,,145.0,641.0,351.0,2004-09-29 20:17:06.299000064,0.51470035
888,2024-05-15 20:17:14.651000064,1.1079063,47.699608,-122.41345,12.323348,,,,124.0,571.0,386.0,2004-09-29 20:17:14.651000064,0.5165364
889,2024-05-15 20:17:21.254000000,1.2276797,47.69961,-122.413445,12.323579,,,,139.0,578.0,348.0,2004-09-29 20:17:21.254000000,0.6344737
890,2024-05-15 20:17:27.882000000,1.3175097,47.699615,-122.413445,12.3207035,,,,132.0,735.0,409.0,2004-09-29 20:17:27.882000000,0.72345173
891,2024-05-15 20:17:34.467000064,1.3873774,47.69962,-122.41344,12.3175125,,,,182.0,742.0,399.0,2004-09-29 20:17:34.467000064,0.79393137
892,2024-05-15 20:17:42.602000000,1.4073396,47.699623,-122.41343,12.312693,,,,136.0,511.0,361.0,2004-09-29 20:17:42.602000000,0.8132232
893,2024-05-15 20:17:49.234999936,1.5370938,47.699627,-122.41343,12.287655,,,,179.0,585.0,402.0,2004-09-29 20:17:49.234999936,0.94303584
894,2024-05-15 20:17:55.861000064,1.8864316,47.69963,-122.41342,12.291281,,,,163.0,510.0,405.0,2004-09-29 20:17:55.861000064,1.2921417
895,2024-05-15 20:18:02.494000000,2.3755035,47.699635,-122.41342,12.165732,,,,123.0,481.0,562.0,2004-09-29 20:18:02.494000000,1.7814069
896,2024-05-15 20:18:17.107000064,3.203929,47.69964,-122.413414,11.928667,,,,131.0,574.0,818.0,2004-09-29 20:18:17.107000064,2.6096358
897,2024-05-15 20:18:24.088999936,3.543283,47.699646,-122.41341,11.871783,,,,179.0,843.0,973.0,2004-09-29 20:18:24.088999936,2.9774575
898,2024-05-15 20:18:30.831000064,3.752884,47.69965,-122.4134,11.764109,,,,166.0,676.0,1046.0,2004-09-29 20:18:30.831000064,3.4045153
899,2024-05-15 20:18:37.467000064,3.7628648,47.699654,-122.41339,11.68096,,,,223.0,642.0,926.0,2004-09-29 20:18:37.467000064,3.4086394
900,2024-05-15 20:18:45.572999936,4.2718945,47.699665,-122.41339,11.647352,29.186588,376.61407,398.77502,175.0,741.0,964.0,2004-09-29 20:18:45.572999936,3.8947794
901,2024-05-15 20:18:52.226000128,4.6611514,47.699684,-122.4134,11.461976,29.185877,377.89987,397.98898,173.0,718.0,1073.0,2004-09-29 20:18:52.226000128,4.305262
902,2024-05-15 20:18:58.878999936,5.1901402,47.699703,-122.41339,11.058747,29.243942,380.77774,396.49734,164.0,590.0,796.0,2004-09-29 20:18:58.878999936,4.840932
903,2024-05-15 20:19:08.908000000,6.1383247,47.699726,-122.413376,10.682233,29.33965,378.46405,395.018,132.0,443.0,484.0,2004-09-29 20:19:08.908000000,5.8061123
904,2024-05-15 20:19:14.210000000,6.597444,47.69975,-122.41336,10.598172,29.33687,369.7358,388.16803,120.0,422.0,438.0,2004-09-29 20:19:14.210000000,6.271277
905,2024-05-15 20:19:19.372999936,7.126428,47.69976,-122.413345,10.511025,29.343212,355.72885,374.46542,115.0,374.0,368.0,2004-09-29 20:19:19.372999936,6.802867
906,2024-05-15 20:19:24.375000064,7.6454296,47.69977,-122.41332,10.48542,29.33528,339.09308,357.63626,114.0,408.0,459.0,2004-09-29 20:19:24.375000064,7.3314986
907,2024-05-15 20:19:29.542000000,8.114527,47.699783,-122.41331,10.477531,29.32097,325.51697,344.36783,109.0,371.0,352.0,2004-09-29 20:19:29.542000000,7.8005958
908,2024-05-15 20:19:34.874000128,8.553679,47.699795,-122.413284,10.478182,29.31023,314.93417,333.74222,105.0,378.0,353.0,2004-09-29 20:19:34.874000128,8.22838
909,2024-05-15 20:19:39.933000064,9.172485,47.699802,-122.41326,10.472956,29.300867,307.7693,326.60004,101.0,383.0,320.0,2004-09-29 20:19:39.933000064,8.839414
910,2024-05-15 20:19:45.108000000,9.691482,47.699814,-122.413246,10.472745,29.295607,302.4703,321.45294,99.0,335.0,320.0,2004-09-29 20:19:45.108000000,9.344796
911,2024-05-15 20:19:50.528000128,10.320265,47.69982,-122.41322,10.472192,29.294115,295.35605,314.23077,99.0,351.0,358.0,2004-09-29 20:19:50.528000128,9.992366
912,2024-05-15 20:19:56.079999872,10.978987,47.699833,-122.4132,10.435065,29.300608,290.64743,309.12137,93.0,319.0,374.0,2004-09-29 20:19:56.079999872,10.652821
913,2024-05-15 20:20:01.257999872,11.478018,47.699844,-122.41318,10.42204,29.302212,288.266,306.98358,104.0,329.0,362.0,2004-09-29 20:20:01.257999872,11.133019
914,2024-05-15 20:20:06.239000064,12.106795,47.699856,-122.41316,10.444184,29.29884,284.5761,303.73987,100.0,336.0,320.0,2004-09-29 20:20:06.239000064,11.787597
915,2024-05-15 20:20:15.085000064,13.084889,47.699875,-122.41315,10.372235,29.310272,280.6587,298.98926,85.0,311.0,256.0,2004-09-29 20:20:15.085000064,12.763943
916,2024-05-15 20:20:24.693000064,14.192724,47.699898,-122.41312,10.2993,29.33888,277.35565,295.39117,85.0,272.0,172.0,2004-09-29 20:20:24.693000064,13.889431
917,2024-05-15 20:20:29.989000064,14.701728,47.69992,-122.4131,10.21956,29.36745,275.5318,292.6169,86.0,247.0,209.0,2004-09-29 20:20:29.989000064,14.393986
918,2024-05-15 20:20:34.967000064,15.220711,47.699932,-122.413086,10.226313,29.369196,270.71924,288.51013,91.0,259.0,145.0,2004-09-29 20:20:34.967000064,14.919203
919,2024-05-15 20:20:39.953000064,15.739692,47.699944,-122.41307,10.223285,29.36755,267.4058,285.16275,87.0,292.0,213.0,2004-09-29 20:20:39.953000064,15.441767
920,2024-05-15 20:20:45.688999936,16.348495,47.69996,-122.413055,10.220955,29.367191,264.98047,282.92267,91.0,299.0,120.0,2004-09-29 20:20:45.688999936,16.046988
921,2024-05-15 20:20:50.858000000,16.907394,47.69997,-122.41304,10.222816,29.366468,262.69046,280.648,83.0,302.0,171.0,2004-09-29 20:20:50.858000000,16.596994
922,2024-05-15 20:20:55.973000064,17.596037,47.69998,-122.413025,10.228814,29.364988,260.77713,278.6929,85.0,282.0,212.0,2004-09-29 20:20:55.973000064,17.310766
923,2024-05-15 20:21:00.986000000,18.124992,47.699993,-122.41301,10.234613,29.36153,260.0878,278.0814,86.0,273.0,136.0,2004-09-29 20:21:00.986000000,17.836996
924,2024-05-15 20:21:06.424999936,18.614025,47.700005,-122.41299,10.234779,29.361343,259.82712,277.8116,98.0,286.0,201.0,2004-09-29 20:21:06.424999936,18.310732
925,2024-05-15 20:21:11.604000128,19.17292,47.700016,-122.41297,10.233668,29.361832,259.31747,277.3201,93.0,271.0,223.0,2004-09-29 20:21:11.604000128,18.8813
926,2024-05-15 20:21:16.661000064,19.70187,47.700027,-122.41296,10.23371,29.364244,259.0328,277.04553,87.0,263.0,155.0,2004-09-29 20:21:16.661000064,19.404844
927,2024-05-15 20:21:21.834000128,20.11106,47.700035,-122.41293,10.202937,29.372314,259.1126,276.88055,87.0,268.0,120.0,2004-09-29 20:21:21.834000128,19.801544
928,2024-05-15 20:21:30.836999936,21.079134,47.700047,-122.4129,10.1933775,29.37352,257.67538,275.67065,80.0,257.0,149.0,2004-09-29 20:21:30.836999936,20.776733
929,2024-05-15 20:21:42.460999936,22.296707,47.700054,-122.41286,10.168364,29.380304,255.82262,273.69296,83.0,324.0,110.0,2004-09-29 20:21:42.460999936,21.990742
930,2024-05-15 20:21:52.460999936,23.424452,47.70006,-122.41281,10.197439,29.374084,253.9914,272.11383,79.0,300.0,120.0,2004-09-29 20:21:52.460999936,23.135548
931,2024-05-15 20:22:02.460000000,24.392511,47.70007,-122.41277,10.14212,29.39121,253.807,271.3504,76.0,252.0,102.0,2004-09-29 20:22:02.460000000,24.09011
932,2024-05-15 20:22:12.460999936,25.420446,47.700073,-122.41273,10.139117,29.392742,253.01451,270.62064,79.0,242.0,128.0,2004-09-29 20:22:12.460999936,25.12432
933,2024-05-15 20:22:22.460999936,26.408457,47.700073,-122.41268,10.122293,29.40026,252.23221,269.8202,79.0,242.0,105.0,2004-09-29 20:22:22.460999936,26.110533
934,2024-05-15 20:22:32.461999872,27.436382,47.700077,-122.41264,10.11462,29.408508,250.93483,268.5495,76.0,231.0,102.0,2004-09-29 20:22:32.461999872,27.139355
935,2024-05-15 20:22:42.463000064,28.414402,47.700077,-122.4126,10.110852,29.418633,249.95653,267.54254,77.0,234.0,151.0,2004-09-29 20:22:42.463000064,28.117374
936,2024-05-15 20:22:52.460999936,29.432337,47.700073,-122.41256,10.101556,29.427843,249.6059,267.17548,83.0,227.0,134.0,2004-09-29 20:22:52.460999936,29.13891
937,2024-05-15 20:23:02.460999936,30.240694,47.70007,-122.41251,10.102306,29.427841,249.37471,267.02206,75.0,260.0,107.0,2004-09-29 20:23:02.460999936,29.942768
938,2024-05-15 20:23:12.461999872,31.348436,47.700066,-122.412476,10.098164,29.42869,248.98709,266.61517,77.0,290.0,127.0,2004-09-29 20:23:12.461999872,31.051409
939,2024-05-15 20:23:22.460999936,32.386314,47.700066,-122.41244,10.091604,29.427814,248.91933,266.5509,81.0,263.0,109.0,2004-09-29 20:23:22.460999936,32.086597
940,2024-05-15 20:23:32.460999936,33.304436,47.70006,-122.41239,10.08507,29.428888,248.28526,265.92792,94.0,257.0,100.0,2004-09-29 20:23:32.460999936,33.00561
941,2024-05-15 20:23:40.367000064,34.302387,47.700058,-122.41236,10.083641,29.429163,247.49881,265.12228,92.0,276.0,101.0,2004-09-29 20:23:40.367000064,34.002666
942,2024-05-15 20:23:52.460999936,35.779346,47.700054,-122.412315,10.0542145,29.44363,247.31363,264.68442,78.0,254.0,94.0,2004-09-29 20:23:52.460999936,35.48682
943,2024-05-15 20:24:02.460999936,36.966892,47.70005,-122.41227,10.044403,29.449213,246.65079,264.20673,80.0,259.0,88.0,2004-09-29 20:24:02.460999936,36.67437
