sg_data_point,time,depth,latitude,longitude,temperature,salinity,dissolved_oxygen_sat,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,dive_number,ctd_time,ctd_depth
28296,2045-01-03 22:32:02.974000000,486.6151,10.018113,-144.22333,8.120488,34.345833,295.20023,,,,699,2005-10-08 22:32:02.974000000,486.59247
28297,2045-01-03 22:32:42.971999872,482.5812,10.018133,-144.22337,8.210459,34.302254,294.68848,,,,699,2005-10-08 22:32:42.971999872,482.55545
28298,2045-01-03 22:33:22.974000000,478.4274,10.01816,-144.22342,8.275894,34.29067,294.27884,,,,699,2005-10-08 22:33:22.974000000,478.40372
28299,2045-01-03 22:34:02.973000064,474.3534,10.018192,-144.22346,8.305813,34.319122,294.02737,,,,699,2005-10-08 22:34:02.973000064,474.33386
28300,2045-01-03 22:34:42.971999872,470.23938,10.018233,-144.2235,8.349376,34.331944,293.71643,,,,699,2005-10-08 22:34:42.971999872,470.2136
28301,2045-01-03 22:35:27.500000000,465.7358,10.018275,-144.22354,8.431578,34.315422,293.20886,,,,699,2005-10-08 22:35:27.500000000,465.7256
28302,2045-01-03 22:36:07.500000000,461.7115,10.0183,-144.22359,8.464543,34.342247,292.94208,,,,699,2005-10-08 22:36:07.500000000,461.70956
28303,2045-01-03 22:36:47.500000000,457.4374,10.018313,-144.22363,8.481467,34.37625,292.7668,,,,699,2005-10-08 22:36:47.500000000,457.42307
28304,2045-01-03 22:37:27.500999936,453.20322,10.018329,-144.22368,8.543483,34.356667,292.39948,,,,699,2005-10-08 22:37:27.500999936,453.18573
28305,2045-01-03 22:38:07.500000000,448.81912,10.01835,-144.22372,8.5798,34.366425,292.1445,,,,699,2005-10-08 22:38:07.500000000,448.80267
28306,2045-01-03 22:38:47.499000064,444.33505,10.018379,-144.22375,8.614175,34.376904,291.90115,,,,699,2005-10-08 22:38:47.499000064,444.3176
28307,2045-01-03 22:39:27.500000000,440.0207,10.018419,-144.2238,8.66035,34.374065,291.60684,,,,699,2005-10-08 22:39:27.500000000,440.00735
28308,2045-01-03 22:40:07.500000000,435.5065,10.018469,-144.22383,8.713055,34.366272,291.28018,,,,699,2005-10-08 22:40:07.500000000,435.489
28309,2045-01-03 22:40:47.500000000,431.16196,10.018526,-144.22386,8.756965,34.365726,290.9973,,,,699,2005-10-08 22:40:47.500000000,431.15073
28310,2045-01-03 22:41:27.500000000,426.55768,10.018587,-144.22388,8.812463,34.35904,290.6518,,,,699,2005-10-08 22:41:27.500000000,426.53915
28311,2045-01-03 22:42:07.500000000,422.05316,10.018651,-144.2239,8.855769,34.36106,290.3691,,,,699,2005-10-08 22:42:07.500000000,422.03778
28312,2045-01-03 22:42:48.852999936,417.31882,10.01871,-144.22392,8.920554,34.35111,289.97147,,,,699,2005-10-08 22:42:48.852999936,417.3159
28313,2045-01-03 22:43:28.602999936,412.77417,10.018745,-144.22397,8.963032,34.36694,289.6694,,,,699,2005-10-08 22:43:28.602999936,412.7515
28314,2045-01-03 22:44:09.264000000,408.4891,10.018762,-144.22401,9.008068,34.3741,289.36777,,,,699,2005-10-08 22:44:09.264000000,408.454
28315,2045-01-03 22:44:49.264000000,404.09406,10.01878,-144.22406,9.036363,34.3913,289.1548,,,,699,2005-10-08 22:44:49.264000000,404.05692
28316,2045-01-03 22:45:29.264000000,399.649,10.018804,-144.2241,9.064336,34.403927,288.95267,,,,699,2005-10-08 22:45:29.264000000,399.617
28317,2045-01-03 22:46:09.264000000,395.38364,10.018831,-144.22414,9.108386,34.399796,288.67966,,,,699,2005-10-08 22:46:09.264000000,395.35165
28318,2045-01-03 22:46:49.264000000,391.15814,10.018865,-144.22418,9.177838,34.37679,288.28088,,,,699,2005-10-08 22:46:49.264000000,391.12204
28319,2045-01-03 22:47:29.264000000,386.8027,10.018908,-144.22421,9.221361,34.384975,287.9895,,,,699,2005-10-08 22:47:29.264000000,386.77176
28320,2045-01-03 22:48:09.264000000,382.60703,10.018957,-144.22426,9.268937,34.387398,287.6837,,,,699,2005-10-08 22:48:09.264000000,382.5709
28321,2045-01-03 22:48:49.264000000,378.48117,10.019011,-144.22429,9.31201,34.39107,287.40457,,,,699,2005-10-08 22:48:49.264000000,378.44815
28322,2045-01-03 22:49:29.264000000,374.2953,10.019069,-144.2243,9.366234,34.382267,287.07877,,,,699,2005-10-08 22:49:29.264000000,374.2571
28323,2045-01-03 22:50:09.263000064,370.2592,10.019132,-144.22432,9.407713,34.387505,286.80786,,,,699,2005-10-08 22:50:09.263000064,370.21997
28324,2045-01-03 22:50:51.793999872,365.77344,10.019193,-144.22435,9.447572,34.40252,286.52954,,,,699,2005-10-08 22:50:51.793999872,365.77774
28325,2045-01-03 22:51:31.796000000,361.45743,10.01924,-144.2244,9.508868,34.394543,286.1597,,,,699,2005-10-08 22:51:31.796000000,361.4607
28326,2045-01-03 22:52:11.795000064,357.23123,10.019268,-144.22443,9.531777,34.423904,285.96213,,,,699,2005-10-08 22:52:11.795000064,357.24384
28327,2045-01-03 22:52:51.795000064,352.965,10.019287,-144.22449,9.580577,34.421158,285.66205,,,,699,2005-10-08 22:52:51.795000064,352.96722
28328,2045-01-03 22:53:31.795000064,348.83856,10.01931,-144.22453,9.6351,34.412285,285.33807,,,,699,2005-10-08 22:53:31.795000064,348.8408
28329,2045-01-03 22:54:11.795000064,344.58215,10.019338,-144.22456,9.693701,34.400867,284.9941,,,,699,2005-10-08 22:54:11.795000064,344.58957
28330,2045-01-03 22:54:51.796000000,340.58542,10.019372,-144.22461,9.746692,34.394135,284.67715,,,,699,2005-10-08 22:54:51.796000000,340.58765
28331,2045-01-03 22:55:31.793999872,336.41876,10.019411,-144.22466,9.77087,34.424244,284.4721,,,,699,2005-10-08 22:55:31.793999872,336.4241
28332,2045-01-03 22:56:11.795000064,332.252,10.019455,-144.2247,9.804399,34.431877,284.25043,,,,699,2005-10-08 22:56:11.795000064,332.25323
28333,2045-01-03 22:56:51.795000064,328.15515,10.0195055,-144.22473,9.834884,34.443638,284.04034,,,,699,2005-10-08 22:56:51.795000064,328.1605
28334,2045-01-03 22:57:31.796000000,323.93826,10.01956,-144.22476,9.879621,34.44066,283.7694,,,,699,2005-10-08 22:57:31.796000000,323.9405
28335,2045-01-03 22:58:11.793999872,319.58142,10.019617,-144.2248,9.917032,34.442272,283.53574,,,,699,2005-10-08 22:58:11.793999872,319.5826
28336,2045-01-03 22:58:51.793999872,315.28442,10.019681,-144.22481,9.950613,34.44877,283.3171,,,,699,2005-10-08 22:58:51.793999872,315.2908
28337,2045-01-03 22:59:32.912000000,310.86743,10.019746,-144.22484,9.983266,34.462414,283.0915,,,,699,2005-10-08 22:59:32.912000000,310.87692
28338,2045-01-03 23:00:13.325000064,306.48032,10.019801,-144.22487,10.015011,34.476326,282.87128,,,,699,2005-10-08 23:00:13.325000064,306.48773
28339,2045-01-03 23:00:54.532000128,301.89322,10.019836,-144.22491,10.075901,34.4645,282.51944,,,,699,2005-10-08 23:00:54.532000128,301.89545
28340,2045-01-03 23:01:33.617000064,297.6658,10.019856,-144.22496,10.120606,34.46297,282.2487,,,,699,2005-10-08 23:01:33.617000064,297.67737
28341,2045-01-03 23:02:13.617000064,293.18848,10.019876,-144.225,10.171134,34.457317,281.95035,,,,699,2005-10-08 23:02:13.617000064,293.19485
28342,2045-01-03 23:02:53.618999936,288.9009,10.019898,-144.22505,10.215906,34.45646,281.67902,,,,699,2005-10-08 23:02:53.618999936,288.90833
28343,2045-01-03 23:03:33.617000064,284.50333,10.019923,-144.2251,10.276247,34.440933,281.3399,,,,699,2005-10-08 23:03:33.617000064,284.51074
28344,2045-01-03 23:04:13.617000064,280.0457,10.019957,-144.22514,10.296734,34.467575,281.16757,,,,699,2005-10-08 23:04:13.617000064,280.05103
28345,2045-01-03 23:04:53.617000064,275.58795,10.019996,-144.22517,10.324572,34.48666,280.96442,,,,699,2005-10-08 23:04:53.617000064,275.59848
28346,2045-01-03 23:05:33.617000064,271.05017,10.020044,-144.22522,10.37163,34.481373,280.68887,,,,699,2005-10-08 23:05:33.617000064,271.05862
28347,2045-01-03 23:06:13.617000064,266.57224,10.0201,-144.22525,10.452428,34.442966,280.26944,,,,699,2005-10-08 23:06:13.617000064,266.5838
28348,2045-01-03 23:06:53.618000000,262.01425,10.020157,-144.22528,10.49727,34.45045,279.98572,,,,699,2005-10-08 23:06:53.618000000,262.02686
28349,2045-01-03 23:07:33.618000000,257.4062,10.020219,-144.22531,10.525342,34.470734,279.78052,,,,699,2005-10-08 23:07:33.618000000,257.41464
28350,2045-01-03 23:08:15.381000064,252.51811,10.020283,-144.22533,10.609889,34.44159,279.32468,,,,699,2005-10-08 23:08:15.381000064,252.53072
28351,2045-01-03 23:08:55.381000064,247.81987,10.020334,-144.22537,10.640361,34.47027,279.091,,,,699,2005-10-08 23:08:55.381000064,247.83559
28352,2045-01-03 23:09:33.869999872,243.34145,10.020368,-144.2254,10.693483,34.477554,278.76025,,,,699,2005-10-08 23:09:33.869999872,243.35612
28353,2045-01-03 23:10:15.381000064,238.593,10.020393,-144.22545,10.735197,34.483936,278.49988,,,,699,2005-10-08 23:10:15.381000064,238.58382
28354,2045-01-03 23:10:55.381000064,234.07439,10.02042,-144.2255,10.786341,34.477627,278.20627,,,,699,2005-10-08 23:10:55.381000064,234.06313
28355,2045-01-03 23:11:35.381000064,229.4457,10.020449,-144.22554,10.847956,34.463432,277.86496,,,,699,2005-10-08 23:11:35.381000064,229.43237
28356,2045-01-03 23:12:15.381000064,224.90688,10.02048,-144.22559,10.891295,34.47141,277.59366,,,,699,2005-10-08 23:12:15.381000064,224.88837
28357,2045-01-03 23:12:55.381000064,220.31798,10.02052,-144.22563,10.9297285,34.48281,277.3458,,,,699,2005-10-08 23:12:55.381000064,220.30672
28358,2045-01-03 23:13:41.500000000,215.20908,10.02056,-144.22568,11.020209,34.459343,276.8524,,,,699,2005-10-08 23:13:41.500000000,215.20923
28359,2045-01-03 23:14:25.618999936,210.53998,10.020584,-144.22572,11.06286,34.492474,276.5427,,,,699,2005-10-08 23:14:25.618999936,210.54013
28360,2045-01-03 23:15:05.618000000,206.01074,10.020597,-144.22578,11.10672,34.50826,276.25693,,,,699,2005-10-08 23:15:05.618000000,206.00363
28361,2045-01-03 23:15:45.618000000,201.62138,10.020613,-144.22583,11.131234,34.537174,276.0622,,,,699,2005-10-08 23:15:45.618000000,201.61946
28362,2045-01-03 23:16:25.618000000,197.27194,10.020629,-144.22588,11.186652,34.530262,275.74927,,,,699,2005-10-08 23:16:25.618000000,197.26794
28363,2045-01-03 23:16:45.619999872,195.21216,10.020641,-144.2259,11.21474,34.524857,275.59424,,,,699,2005-10-08 23:16:45.619999872,195.20818
28364,2045-01-03 23:17:05.618000000,193.03238,10.020653,-144.22594,11.253705,34.5087,275.3946,,,,699,2005-10-08 23:17:05.618000000,193.02838
28365,2045-01-03 23:17:25.618999936,190.88257,10.020667,-144.22595,11.273526,34.509846,275.2768,,,,699,2005-10-08 23:17:25.618999936,190.8734
28366,2045-01-03 23:17:45.619999872,188.88274,10.020683,-144.22598,11.309815,34.494923,275.09103,,,,699,2005-10-08 23:17:45.619999872,188.87251
28367,2045-01-03 23:18:05.618999936,186.83287,10.020702,-144.226,11.368694,34.46332,274.80304,,,,699,2005-10-08 23:18:05.618999936,186.83096
28368,2045-01-03 23:18:25.618999936,184.783,10.020722,-144.22601,11.389124,34.468895,274.67447,,,,699,2005-10-08 23:18:25.618999936,184.78108
28369,2045-01-03 23:18:45.618999936,182.8231,10.020744,-144.22604,11.400589,34.48528,274.57928,,,,699,2005-10-08 23:18:45.618999936,182.81288
28370,2045-01-03 23:19:05.618000000,180.68318,10.020767,-144.22606,11.412751,34.500496,274.48215,,,,699,2005-10-08 23:19:05.618000000,180.6792
28371,2045-01-03 23:19:25.618000000,178.75325,10.020792,-144.22607,11.43582,34.50482,274.3407,,,,699,2005-10-08 23:19:25.618000000,178.74718
28372,2045-01-03 23:19:45.618000000,176.73329,10.020817,-144.22609,11.479672,34.489822,274.11243,,,,699,2005-10-08 23:19:45.618000000,176.7241
28373,2045-01-03 23:20:05.618999936,174.64331,10.0208435,-144.2261,11.532933,34.46489,273.84732,,,,699,2005-10-08 23:20:05.618999936,174.63724
28374,2045-01-03 23:20:26.502000128,172.6533,10.020872,-144.22612,11.592777,34.438843,273.54666,,,,699,2005-10-08 23:20:26.502000128,172.6514
28375,2045-01-03 23:20:46.500999936,170.5633,10.020897,-144.22615,11.644528,34.42605,273.27036,,,,699,2005-10-08 23:20:46.500999936,170.56552
28376,2045-01-03 23:21:06.502000128,168.53325,10.020918,-144.22617,11.700691,34.41293,272.96982,,,,699,2005-10-08 23:21:06.502000128,168.53236
28377,2045-01-03 23:21:26.503000064,166.4932,10.020936,-144.22618,11.76607,34.398197,272.61978,,,,699,2005-10-08 23:21:26.503000064,166.48816
28378,2045-01-03 23:21:46.502000128,164.39311,10.020953,-144.22621,11.774715,34.441067,272.4964,,,,699,2005-10-08 23:21:46.502000128,164.39015
28379,2045-01-03 23:22:07.609999872,161.95299,10.020968,-144.22623,11.900445,34.377075,271.8873,,,,699,2005-10-08 23:22:07.609999872,161.95314
28380,2045-01-03 23:22:28.441999872,159.88286,10.020981,-144.22626,11.950261,34.37508,271.60672,,,,699,2005-10-08 23:22:28.441999872,159.8882
28381,2045-01-03 23:22:48.443000064,157.7027,10.02099,-144.22627,11.99228,34.383465,271.3532,,,,699,2005-10-08 23:22:48.443000064,157.70702
28382,2045-01-03 23:23:08.441999872,155.68254,10.020997,-144.2263,12.004449,34.41686,271.22693,,,,699,2005-10-08 23:23:08.441999872,155.6858
28383,2045-01-03 23:23:28.440999936,153.49234,10.021004,-144.22632,12.018105,34.45087,271.09122,,,,699,2005-10-08 23:23:28.440999936,153.49146
28384,2045-01-03 23:23:48.440999936,151.26212,10.021012,-144.22635,12.044651,34.470528,270.907,,,,699,2005-10-08 23:23:48.440999936,151.26123
28385,2045-01-03 23:24:08.443000064,148.95184,10.021024,-144.22636,12.062468,34.497704,270.75964,,,,699,2005-10-08 23:24:08.443000064,148.94475
28386,2045-01-03 23:24:28.440999936,146.73157,10.021038,-144.2264,12.131612,34.474957,270.40717,,,,699,2005-10-08 23:24:28.440999936,146.72653
28387,2045-01-03 23:24:48.441999872,144.42125,10.021054,-144.22641,12.169426,34.468037,270.2054,,,,699,2005-10-08 23:24:48.441999872,144.42142
28388,2045-01-03 23:25:08.441999872,142.30095,10.021073,-144.22644,12.184823,34.489243,270.0825,,,,699,2005-10-08 23:25:08.441999872,142.30006
28389,2045-01-03 23:25:28.443000064,140.0306,10.021094,-144.22646,12.240795,34.467503,269.80408,,,,699,2005-10-08 23:25:28.443000064,140.03178
28390,2045-01-03 23:25:48.443000064,137.85022,10.021118,-144.22647,12.369476,34.38719,269.2175,,,,699,2005-10-08 23:25:48.443000064,137.85141
28391,2045-01-03 23:26:08.440999936,135.48979,10.021142,-144.22649,12.44095,34.36778,268.85025,,,,699,2005-10-08 23:26:08.440999936,135.48581
28392,2045-01-03 23:26:28.443000064,133.21936,10.021167,-144.22652,12.512275,34.346066,268.48868,,,,699,2005-10-08 23:26:28.443000064,133.21642
28393,2045-01-03 23:26:48.441999872,131.07893,10.021193,-144.22653,12.564505,34.354946,268.1828,,,,699,2005-10-08 23:26:48.441999872,131.07805
28394,2045-01-03 23:27:08.443000064,128.83846,10.021218,-144.22655,12.608873,34.364834,267.91953,,,,699,2005-10-08 23:27:08.443000064,128.83655
28395,2045-01-03 23:27:28.441999872,126.657974,10.021242,-144.22656,12.749092,34.277477,267.289,,,,699,2005-10-08 23:27:28.441999872,126.65709
28396,2045-01-03 23:27:48.441999872,124.46746,10.021265,-144.22658,12.789095,34.295177,267.0384,,,,699,2005-10-08 23:27:48.441999872,124.469696
28397,2045-01-03 23:28:08.441999872,122.28693,10.021285,-144.2266,12.809881,34.32849,266.868,,,,699,2005-10-08 23:28:08.441999872,122.2902
28398,2045-01-03 23:28:28.441999872,120.26642,10.021306,-144.22662,12.842531,34.351017,266.65048,,,,699,2005-10-08 23:28:28.441999872,120.273834
28399,2045-01-03 23:28:48.443000064,118.20587,10.021331,-144.22664,12.870136,34.3738,266.46057,,,,699,2005-10-08 23:28:48.443000064,118.21536
28400,2045-01-03 23:29:08.441999872,116.125305,10.021354,-144.22665,12.89484,34.39298,266.29282,,,,699,2005-10-08 23:29:08.441999872,116.12961
28401,2045-01-03 23:29:28.441999872,114.15474,10.021376,-144.22667,12.91824,34.411465,266.13354,,,,699,2005-10-08 23:29:28.441999872,114.152824
28402,2045-01-03 23:29:48.443000064,112.25418,10.021397,-144.2267,12.949204,34.409225,265.96747,,,,699,2005-10-08 23:29:48.443000064,112.25849
28403,2045-01-03 23:30:08.441999872,110.3136,10.021418,-144.22672,13.004414,34.38248,265.70963,,,,699,2005-10-08 23:30:08.441999872,110.31271
28404,2045-01-03 23:30:28.441999872,108.66308,10.021432,-144.22673,13.196619,34.23002,264.914,,,,699,2005-10-08 23:30:28.441999872,108.67672
28405,2045-01-03 23:30:48.443000064,106.90252,10.0214405,-144.22676,13.556979,33.927704,263.46286,,,,699,2005-10-08 23:30:48.443000064,106.91616
28406,2045-01-03 23:31:08.441999872,105.10193,10.021445,-144.22678,13.826359,33.7269,262.34818,,,,699,2005-10-08 23:31:08.441999872,105.10312
28407,2045-01-03 23:31:27.134999936,103.39135,10.021448,-144.2268,14.010083,33.62746,261.53278,,,,699,2005-10-08 23:31:27.134999936,103.39047
28408,2045-01-03 23:32:05.678000000,99.379944,10.021463,-144.22684,14.086041,33.73808,260.95166,,,,699,2005-10-08 23:32:05.678000000,99.381134
28409,2045-01-03 23:32:24.443000064,97.30918,10.021482,-144.22687,14.124439,33.7837,260.67532,,,,699,2005-10-08 23:32:24.443000064,97.308304
28410,2045-01-03 23:32:47.796999936,94.79823,10.021503,-144.22688,14.296738,33.69828,259.90717,,,,699,2005-10-08 23:32:47.796999936,94.806694
28411,2045-01-03 23:33:07.795000064,92.807465,10.021523,-144.2269,15.055164,33.099495,256.93097,,,,699,2005-10-08 23:33:07.795000064,92.82629
28412,2045-01-03 23:33:27.796000000,91.1268,10.021531,-144.22691,15.865811,32.50263,253.76251,,,,699,2005-10-08 23:33:27.796000000,91.14355
28413,2045-01-03 23:33:47.796999936,89.10598,10.021533,-144.22694,16.3529,32.230114,251.76619,,,,699,2005-10-08 23:33:47.796999936,89.12688
28414,2045-01-03 23:34:07.796999936,87.39526,10.021536,-144.22696,16.906195,31.950024,249.49251,,,,699,2005-10-08 23:34:07.796999936,87.408905
28415,2045-01-03 23:34:27.796000000,85.69455,10.02154,-144.22697,17.576498,31.62162,246.77672,,,,699,2005-10-08 23:34:27.796000000,85.70611
28416,2045-01-03 23:34:47.795000064,84.26393,10.0215435,-144.22697,18.531782,31.125496,243.04846,,,,699,2005-10-08 23:34:47.795000064,84.28068
28417,2045-01-03 23:35:07.796000000,82.63322,10.021548,-144.22699,19.866089,30.42548,238.03773,,,,699,2005-10-08 23:35:07.796000000,82.63648
28418,2045-01-03 23:35:27.795000064,81.49271,10.021555,-144.22699,24.156157,,,,,,699,2005-10-08 23:35:27.795000064,81.50531
28419,2045-01-03 23:35:47.795000064,80.63232,10.021561,-144.22697,25.77556,,,,,,699,2005-10-08 23:35:47.795000064,80.64388
28420,2045-01-03 23:36:06.446000128,79.57184,10.021566,-144.22696,26.397762,,,,,,699,2005-10-08 23:36:06.446000128,79.579254
28421,2045-01-03 23:36:26.464000000,78.32126,10.021572,-144.22696,26.456823,,,,,,699,2005-10-08 23:36:26.464000000,78.31623
28422,2045-01-03 23:36:46.500999936,76.9106,10.021578,-144.22694,26.469723,,,,,,699,2005-10-08 23:36:46.500999936,76.89624
28423,2045-01-03 23:37:06.542999936,75.40989,10.021586,-144.22694,26.474474,29.422295,213.01009,,,,699,2005-10-08 23:37:06.542999936,75.39034
28424,2045-01-03 23:37:26.486999936,73.9692,10.021597,-144.22693,26.50349,29.99496,212.21886,,,,699,2005-10-08 23:37:26.486999936,73.9455
28425,2045-01-03 23:37:46.539000064,72.428444,10.02161,-144.22694,26.512314,30.570776,211.499,,,,699,2005-10-08 23:37:46.539000064,72.400604
28426,2045-01-03 23:38:06.549000064,70.79764,10.021626,-144.22694,26.526367,31.105278,210.81218,,,,699,2005-10-08 23:38:06.549000064,70.76565
28427,2045-01-03 23:38:31.974000000,68.656555,10.021646,-144.22694,26.551497,31.737675,209.97256,,,,699,2005-10-08 23:38:31.974000000,68.629745
28428,2045-01-03 23:38:51.973000064,66.82561,10.021664,-144.22696,26.57078,32.210598,209.34529,,,,699,2005-10-08 23:38:51.973000064,66.7957
28429,2045-01-03 23:39:12.443000064,64.81455,10.021681,-144.22697,26.587648,32.63604,208.78436,,,,699,2005-10-08 23:39:12.443000064,64.78361
28430,2045-01-03 23:39:32.441999872,62.87352,10.021697,-144.22699,26.603941,32.98615,208.31557,,,,699,2005-10-08 23:39:32.441999872,62.843605
28431,2045-01-03 23:39:52.443000064,60.96248,10.021711,-144.227,26.68692,33.244408,207.72403,,,,699,2005-10-08 23:39:52.443000064,60.91911
28432,2045-01-03 23:40:12.443000064,59.011402,10.021727,-144.22702,27.251574,33.128727,205.9151,,,,699,2005-10-08 23:40:12.443000064,58.9701
28433,2045-01-03 23:40:32.441999872,57.060303,10.021743,-144.22704,27.451529,33.21869,205.1307,,,,699,2005-10-08 23:40:32.441999872,57.02832
28434,2045-01-03 23:40:52.444000000,55.279285,10.021761,-144.22705,27.498304,33.393726,204.77104,,,,699,2005-10-08 23:40:52.444000000,55.249374
28435,2045-01-03 23:41:12.444000000,53.618324,10.021777,-144.22707,27.505941,33.57234,204.54025,,,,699,2005-10-08 23:41:12.444000000,53.59152
28436,2045-01-03 23:41:33.280000000,51.887306,10.021791,-144.22708,27.508314,33.767307,204.30875,,,,699,2005-10-08 23:41:33.280000000,51.8605
28437,2045-01-03 23:41:51.211999872,50.35639,10.021803,-144.2271,27.509222,33.90783,204.14476,,,,699,2005-10-08 23:41:51.211999872,50.333733
28438,2045-01-03 23:42:13.736999936,48.53529,10.021813,-144.22713,27.510462,34.057697,203.96912,,,,699,2005-10-08 23:42:13.736999936,48.506416
28439,2045-01-03 23:42:23.737999872,47.704784,10.021821,-144.22714,27.511389,34.113148,203.90259,,,,699,2005-10-08 23:42:23.737999872,47.671764
28440,2045-01-03 23:42:33.736999936,46.874275,10.021827,-144.22714,27.511698,34.16242,203.84521,,,,699,2005-10-08 23:42:33.736999936,46.84229
28441,2045-01-03 23:42:43.736999936,45.923687,10.021833,-144.22716,27.512619,34.20934,203.7885,,,,699,2005-10-08 23:42:43.736999936,45.88963
28442,2045-01-03 23:42:53.737999872,45.08316,10.021839,-144.22717,27.51261,34.247494,203.74492,,,,699,2005-10-08 23:42:53.737999872,45.049107
28443,2045-01-03 23:43:03.739000064,44.222622,10.021846,-144.22719,27.513239,34.285934,203.6989,,,,699,2005-10-08 23:43:03.739000064,44.191673
28444,2045-01-03 23:43:13.736999936,43.252007,10.021852,-144.22719,27.513548,34.32129,203.65749,,,,699,2005-10-08 23:43:13.736999936,43.220024
28445,2045-01-03 23:43:23.736999936,42.451496,10.021858,-144.2272,27.514177,34.355732,203.61603,,,,699,2005-10-08 23:43:23.736999936,42.419514
28446,2045-01-03 23:43:33.737999872,41.540913,10.021865,-144.22722,27.514788,34.388897,203.57613,,,,699,2005-10-08 23:43:33.737999872,41.511
28447,2045-01-03 23:43:43.736999936,40.600307,10.021872,-144.22722,27.51508,34.41894,203.54085,,,,699,2005-10-08 23:43:43.736999936,40.56936
28448,2045-01-03 23:43:53.739000064,39.8198,10.021879,-144.22723,27.515087,34.443043,203.51332,,,,699,2005-10-08 23:43:53.739000064,39.789886
28449,2045-01-03 23:44:03.736999936,38.709076,10.021886,-144.22725,27.515717,34.46885,203.48175,,,,699,2005-10-08 23:44:03.736999936,38.67502
28450,2045-01-03 23:44:13.736999936,37.678394,10.0218935,-144.22725,27.516365,34.49191,203.45326,,,,699,2005-10-08 23:44:13.736999936,37.645374
28451,2045-01-03 23:44:23.736999936,36.937904,10.021902,-144.22726,27.517906,34.51562,203.42105,,,,699,2005-10-08 23:44:23.736999936,36.904884
28452,2045-01-03 23:44:33.739000064,35.95725,10.02191,-144.22728,27.51816,34.53146,203.40215,,,,699,2005-10-08 23:44:33.739000064,35.923195
28453,2045-01-03 23:44:43.740000000,35.016617,10.021918,-144.2273,27.517849,34.549778,203.38228,,,,699,2005-10-08 23:44:43.740000000,34.98463
28454,2045-01-03 23:44:53.739000064,34.025944,10.021927,-144.2273,27.518177,34.562164,203.36707,,,,699,2005-10-08 23:44:53.739000064,33.992924
28455,2045-01-03 23:45:03.737999872,33.2254,10.021935,-144.22731,27.518469,34.574524,203.35199,,,,699,2005-10-08 23:45:03.737999872,33.19238
28456,2045-01-03 23:45:12.470999936,32.344795,10.021944,-144.22733,27.51815,34.588043,203.33765,,,,699,2005-10-08 23:45:12.470999936,32.320065
28457,2045-01-03 23:45:22.434000000,31.354113,10.021952,-144.22733,27.518177,34.601345,203.32237,,,,699,2005-10-08 23:45:22.434000000,31.370863
28458,2045-01-03 23:45:33.173000064,30.173292,10.02196,-144.22734,27.518822,34.614265,203.3055,,,,699,2005-10-08 23:45:33.173000064,30.185894
28459,2045-01-03 23:45:43.974000000,29.102541,10.021969,-144.22736,27.51978,34.620747,203.29489,,,,699,2005-10-08 23:45:43.974000000,29.114107
28460,2045-01-03 23:45:53.973000064,27.971743,10.021976,-144.22737,27.52135,34.630905,203.27806,,,,699,2005-10-08 23:45:53.973000064,27.97916
28461,2045-01-03 23:46:03.974000000,26.991045,10.021983,-144.22739,27.522873,34.636944,203.26608,,,,699,2005-10-08 23:46:03.974000000,26.999498
28462,2045-01-03 23:46:13.973000064,25.850227,10.02199,-144.22739,27.523857,34.64274,203.25616,,,,699,2005-10-08 23:46:13.973000064,25.85868
28463,2045-01-03 23:46:23.971999872,24.869518,10.0219965,-144.2274,27.527294,34.648735,203.23784,,,,699,2005-10-08 23:46:23.971999872,24.882122
28464,2045-01-03 23:46:33.973000064,23.778727,10.022002,-144.22742,27.529171,34.65317,203.2265,,,,699,2005-10-08 23:46:33.973000064,23.790293
28465,2045-01-03 23:46:43.971999872,22.767986,10.022008,-144.22743,27.533245,34.655952,203.20969,,,,699,2005-10-08 23:46:43.971999872,22.775404
28466,2045-01-03 23:46:53.973000064,21.637154,10.022014,-144.22745,27.536972,34.660404,203.19215,,,,699,2005-10-08 23:46:53.973000064,21.648718
28467,2045-01-03 23:47:03.971999872,20.656425,10.022018,-144.22745,27.541374,34.660873,203.1769,,,,699,2005-10-08 23:47:03.971999872,20.66799
28468,2045-01-03 23:47:13.971999872,19.615646,10.022022,-144.22746,27.547186,34.669266,203.14789,,,,699,2005-10-08 23:47:13.971999872,19.62825
28469,2045-01-03 23:47:23.974000000,18.664932,10.022026,-144.22748,27.549242,34.670776,203.1393,,,,699,2005-10-08 23:47:23.974000000,18.678572
28470,2045-01-03 23:47:33.974000000,17.614136,10.02203,-144.2275,27.55141,34.67568,203.12646,,,,699,2005-10-08 23:47:33.974000000,17.633997
28471,2045-01-03 23:47:43.974000000,16.563335,10.022033,-144.22751,27.553745,34.680454,203.1132,,,,699,2005-10-08 23:47:43.974000000,16.565567
28472,2045-01-03 23:47:53.974000000,15.622614,10.022035,-144.22752,27.561674,34.680374,203.08679,,,,699,2005-10-08 23:47:53.974000000,15.627956
28473,2045-01-03 23:48:03.971999872,14.461718,10.022036,-144.22752,27.569641,34.677563,203.06337,,,,699,2005-10-08 23:48:03.971999872,14.482615
28474,2045-01-03 23:48:13.974000000,13.420909,10.022036,-144.22754,27.57438,34.676422,203.04883,,,,699,2005-10-08 23:48:13.974000000,13.441806
