version: 66.14
glider: 195
mission: 21
dive: 67
start: 4 20 105 6 34 57
columns: rec,elaps_tms,depth,heading,pitch,roll,AD_pitch,AD_roll,AD_vbd,GC_phase,mag.x,mag.y,mag.z,sbect.TempFreq,sbect.CondFreq,wlbb2fl.sig470nm,wlbb2fl.sig700nm,wlbb2fl.sig695nm,wlbb2fl.temp,aa4330.O2,aa4330.AirSat,aa4330.Temp,aa4330.CalPhase,aa4330.TCPhase,
data:
0 11580 46 692 -684 11 165 2210 1398 6 66 -335 -111 176010 136721 44 102 132 534 256733 98711 24552 29322 30728
1 30333 240 -108 -1 2 0 0 0 0 -51 27 10 3 -2 N N N N N N N N N
1 33721 282 -38 4 -124 0 -1397 -1 2 -19 11 67 10 2 N N N N 57571 16992 11715 50617 52023
1 29985 241 17 0 1 0 0 0 0 9 -3 -2 1 1 N N N N N N N N N
1 30016 234 22 5 -2 0 0 0 0 11 -3 -2 -1 -4 N N N N 56632 16714 11713 50742 52148
1 29984 240 11 -3 0 0 0 0 0 5 -3 -2 4 4 N N N N N N N N N
1 30016 236 40 0 -1 0 0 0 0 20 -8 -5 747 177 N N N N 55952 16509 11703 50835 52241
1 29985 217 -84 0 2 0 0 0 0 -42 16 11 741 258 N N N N N N N N N
1 30015 223 -142 0 2 0 0 0 0 -74 12 20 505 174 N N N N 42062 12319 11377 52862 54268
1 29984 231 -130 1 -1 0 0 0 0 -69 -4 20 297 106 N N N N N N N N N
1 30016 222 -74 2 1 0 0 0 0 -38 -10 11 102 44 N N N N 43720 12766 11247 52663 54069
1 29984 225 -57 -3 -2 0 0 0 0 -29 -10 8 85 26 N N N N N N N N N
1 30016 225 -127 3 -1 0 0 0 0 -58 -33 18 307 96 N N N N 46829 13652 11179 52246 53652
1 33515 265 0 -11 -121 0 -1388 -1 -2 2 -25 53 67 24 N N N N N N N N N
1 30310 249 65 1 -1 0 0 0 0 29 19 -6 126 38 N N N N 48914 14243 11129 51974 53380
1 29985 248 78 -1 -2 0 0 0 0 37 20 -7 76 24 N N N N N N N N N
1 30310 244 141 3 2 0 0 0 0 72 22 -17 40 15 N N N N 49632 14440 11091 51888 53294
1 29984 262 134 0 -3 0 0 0 0 70 6 -21 -4 1 N N N N N N N N N
1 32369 279 153 1 0 0 0 0 0 79 -12 -26 28 5 N N N N 49861 14504 11082 51859 53265
1 32220 255 101 25 125 23 1392 -1 2 48 -15 -66 29 7 N N N N N N N N N
1 30015 222 21 -3 -2 0 0 0 0 10 -6 -2 40 11 N N N N 49949 14525 11069 51852 53258
1 29983 226 -2 2 0 0 0 0 0 -1 1 0 45 16 N N N N N N N N N
1 30019 217 6 -1 0 0 0 0 0 3 -2 0 45 14 N N N N 50128 14571 11052 51833 53239
1 29983 225 43 -2 1 0 0 0 0 19 -13 -6 76 20 N N N N N N N N N
1 30017 216 47 3 -1 0 0 0 0 19 -16 -5 223 58 N N N N 50069 14543 11020 51852 53258
1 29985 214 44 -2 1 0 0 0 0 17 -16 -4 303 100 N N N N N N N N N
1 30015 228 20 3 -1 0 0 0 0 7 -8 -1 213 62 N N N N 48727 14120 10917 52067 53473
1 29982 225 -31 2 0 0 0 0 0 -11 12 3 627 200 N N N N N N N N N
1 30017 247 -10 0 0 0 0 0 0 -4 4 1 181 71 N N N N 44598 12874 10752 52689 54095
1 29984 233 17 -1 1 0 0 0 0 6 -7 -2 1 6 N N N N N N N N N
